first,second
es,ist
ist,umso
umso,glücklicher
glücklicher,werde
werde,ich
ich,mich
mich,fühlen
fühlen,um
um,vier
vier,uhr
uhr,bereits
bereits,werde
werde,ich
ich,aufgeregt
aufgeregt,sein
sein,und
und,mir
mir,sorgen
sorgen,machen
machen,ich
ich,werde
werde,den
den,preis
preis,des
des,glückes
glückes,entdecken
entdecken,kommst
kommst,du
du,aber
aber,immer
immer,irgendwann
irgendwann,werde
werde,ich
ich,nie
nie,wissen
wissen,wann
wann,ich
ich,mein
mein,herz
herz,bereithalten
bereithalten,soll
soll,es
es,muss
muss,feste
feste,bräuche
bräuche,geben
geben,was
was,ist
ist,ein
ein,brauch
brauch,sagte
sagte,der
der,kleine
kleine,prinz
prinz,auch
auch,das
das,wird
wird,viel
viel,zu
zu,oft
oft,vergessen
vergessen,sagte
sagte,der
der,fuchs
fuchs,es
es,sorgt
sorgt,dafür
dafür,dass
dass,ein
ein,tag
tag,anders
anders,ist
ist,als
als,die
die,anderen
anderen,eine
eine,stunde
stunde,anders
anders,als
als,die
die,anderen
anderen,stunden
stunden,bei
bei,meinen
meinen,jägern
jägern,zum
zum,beispiel
beispiel,gibt
gibt,es
es,einen
einen,brauch
brauch,donnerstags
donnerstags,tanzen
tanzen,sie
sie,mit
mit,den
den,mädchen
mädchen,aus
aus,dem
dem,dorf
dorf,also
also,ist
ist,donnerstag
donnerstag,ein
ein,wundervoller
wundervoller,tag
tag,ich
ich,spaziere
spaziere,bis
bis,zum
zum,weinberg
weinberg,hinauf
hinauf,wenn
wenn,die
die,jäger
jäger,irgendwann
irgendwann,einmal
einmal,tanzen
tanzen,würden
würden,sähen
sähen,die
die,tage
tage,alle
alle,gleich
gleich,aus
aus,und
und,ich
ich,hätte
hätte,niemals
niemals,ferien
ferien,so
so,zähmte
zähmte,der
der,kleine
kleine,prinz
prinz,den
den,fuchs
fuchs,und
und,als
als,die
die,stunde
stunde,des
des,abschieds
abschieds,nahte
nahte,ach
ach,sagte
sagte,der
der,fuchs
fuchs,ich
ich,werde
werde,weinen
weinen,das
das,ist
ist,deine
deine,schuld
schuld,sagte
sagte,der
der,kleine
kleine,prinz
prinz,ich
ich,wünschte
wünschte,dir
dir,keineswegs
keineswegs,etwas
etwas,schlechtes
schlechtes,aber
aber,du
du,wolltest
wolltest,dass
dass,ich
ich,dich
dich,zähme
zähme,natürlich
natürlich,sagte
sagte,der
der,fuchs
fuchs,aber
aber,du
du,wirst
wirst,weinen
weinen,sagte
sagte,der
der,kleine
kleine,prinz
prinz,natürlich
natürlich,sagte
sagte,der
der,fuchs
fuchs,also
also,hast
hast,du
du,nichts
nichts,gewonnen
gewonnen,ich
ich,habe
habe,etwas
etwas,gewonnen
gewonnen,sagte
sagte,der
der,fuchs
fuchs,wegen
wegen,der
der,farbe
farbe,des
des,weizens
weizens,dann
dann,fügte
fügte,er
er,hinzu
hinzu,schau
schau,dir
dir,noch
noch,mal
mal,die
die,rosen
rosen,an
an,du
du,wirst
wirst,begreifen
begreifen,dass
dass,deine
deine,einmalig
einmalig,auf
auf,der
der,welt
welt,ist
ist,du
du,wirst
wirst,wiederkommen
wiederkommen,um
um,mir
mir,adieu
adieu,zu
zu,sagen
sagen,und
und,ich
ich,werde
werde,dir
dir,ein
ein,geheimnis
geheimnis,schenken
schenken,der
der,kleine
kleine,prinz
prinz,ging
ging,sich
sich,noch
noch,einmal
einmal,die
die,rosen
rosen,ansehen
ansehen,ihr
ihr,seht
seht,meiner
meiner,rose
rose,überhaupt
überhaupt,nicht
nicht,ähnlich
ähnlich,ihr
ihr,taugt
taugt,rein
rein,gar
gar,nichts
nichts,sagte
sagte,er
er,ihnen
ihnen,niemand
niemand,hat
hat,euch
euch,gezähmt
gezähmt,und
und,ihr
ihr,habt
habt,niemanden
niemanden,gezähmt
gezähmt,ihr
ihr,seid
seid,wie
wie,mein
mein,fuchs
fuchs,er
er,war
war,nur
nur,ein
ein,fuchs
fuchs,wie
wie,hunderttausend
hunderttausend,andere
andere,aber
aber,ich
ich,habe
habe,aus
aus,ihm
ihm,meinen
meinen,freund
freund,gemacht
gemacht,und
und,nun
nun,ist
ist,er
er,einmalig
einmalig,auf
auf,der
der,ganzen
ganzen,welt
welt,und
und,die
die,rosen
rosen,waren
waren,sehr
sehr,verlegen
verlegen,ihr
ihr,seid
seid,schön
schön,aber
aber,ihr
ihr,seid
seid,leer
leer,sagte
sagte,er
er,ihnen
ihnen,noch
noch,man
man,kann
kann,für
für,euch
euch,nicht
nicht,sterben
sterben,natürlich
natürlich,könnte
könnte,irgendwer
irgendwer,im
im,vorbeilaufen
vorbeilaufen,glauben
glauben,dass
dass,meine
meine,rose
rose,euch
euch,ähnlich
ähnlich,sieht
sieht,aber
aber,sie
sie,selbst
selbst,kann
kann,sich
sich,viel
viel,wichtiger
wichtiger,nehmen
nehmen,als
als,ihr
ihr,alle
alle,weil
weil,sie
sie,es
es,ist
ist,die
die,ich
ich,gegossen
gegossen,habe
habe,weil
weil,sie
sie,es
es,ist
ist,die
die,ich
ich,unter
unter,die
die,glasglocke
glasglocke,gestellt
gestellt,habe
habe,weil
weil,sie
sie,es
es,ist
ist,die
die,ich
ich,mit
mit,dem
dem,wandschirm
wandschirm,geschützt
geschützt,habe
habe,weil
weil,sie
sie,es
es,ist
ist,deren
deren,raupen
raupen,ich
ich,aufgelesen
aufgelesen,habe
habe,bis
bis,auf
auf,die
die,zwei
zwei,oder
oder,drei
drei,der
der,schmetterlinge
schmetterlinge,wegen
wegen,weil
weil,sie
sie,es
es,ist
ist,die
die,ich
ich,klagen
klagen,hörte
hörte,oder
oder,prahlen
prahlen,oder
oder,manchmal
manchmal,sogar
sogar,schweigen
schweigen,weil
weil,es
es,meine
meine,rose
rose,ist
ist,und
und,er
er,wandte
wandte,sich
sich,erneut
erneut,an
an,den
den,fuchs
fuchs,adieu
adieu,sagte
sagte,er
er,adieu
adieu,sagte
sagte,der
der,fuchs
fuchs,hier
hier,mein
mein,geheimnis
geheimnis,es
es,ist
ist,sehr
sehr,einfach
einfach,man
man,sieht
sieht,nur
nur,mit
mit,dem
dem,herzen
herzen,das
das,wesentliche
wesentliche,ist
ist,für
für,die
die,augen
augen,unsichtbar
unsichtbar,das
das,wesentliche
wesentliche,ist
ist,für
für,die
die,augen
augen,unsichtbar
unsichtbar,wiederholte
wiederholte,der
der,kleine
kleine,prinz
prinz,um
um,sich
sich,daran
daran,zu
zu,erinnern
erinnern,es
es,ist
ist,die
die,zeit
zeit,die
die,du
du,für
für,deine
deine,rose
rose,geopfert
geopfert,hast
hast,die
die,sie
sie,so
so,bedeutsam
bedeutsam,macht
macht,es
es,ist
ist,die
die,zeit
zeit,die
die,ich
ich,für
für,meine
meine,rose
rose,geopfert
geopfert,habe
habe,die
die,sie
sie,so
so,bedeutsam
bedeutsam,macht
macht,sagte
sagte,der
der,kleine
kleine,prinz
prinz,um
um,sich
sich,daran
daran,zu
zu,erinnern
erinnern,die
die,menschen
menschen,haben
haben,diese
diese,wahrheit
wahrheit,vergessen
vergessen,sagte
sagte,der
der,fuchs
fuchs,aber
aber,du
du,sollst
sollst,sie
sie,nicht
nicht,vergessen
vergessen,du
du,wirst
wirst,immer
immer,verantwortlich
verantwortlich,sein
sein,für
für,das
das,was
was,du
du,zähmst
zähmst,du
du,bist
bist,verantwortlich
verantwortlich,für
für,deine
deine,rose
rose,ich
ich,bin
bin,verantwortlich
verantwortlich,für
für,meine
meine,rose
rose,wiederholte
wiederholte,der
der,kleine
kleine,prinz
prinz,um
um,sich
sich,daran
daran,zu
zu,erinnern
erinnern,guten
guten,tag
tag,sagte
sagte,der
der,kleine
kleine,prinz
prinz,guten
guten,tag
tag,sagte
sagte,der
der,weichensteller
weichensteller,was
was,machst
machst,du
du,hier
hier,sagte
sagte,der
der,kleine
kleine,prinz
prinz,ich
ich,gruppiere
gruppiere,die
die,reisenden
reisenden,in
in,tausenderpacks
tausenderpacks,sagte
sagte,der
der,weichensteller
weichensteller,ich
ich,schicke
schicke,die
die,züge
züge,mit
mit,denen
denen,sie
sie,reisen
reisen,mal
mal,nach
nach,rechts
rechts,mal
mal,nach
nach,links
links,und
und,ein
ein,erleuchteter
erleuchteter,schnellzug
schnellzug,der
der,wie
wie,donner
donner,grollte
grollte,ließ
ließ,das
das,häuschen
häuschen,des
des,weichenstellers
weichenstellers,erzittern
erzittern,sie
sie,haben
haben,es
es,aber
aber,eilig
eilig,sagte
sagte,der
der,kleine
kleine,prinz
prinz,wohin
wohin,wollen
wollen,sie
sie,der
der,zugführer
zugführer,weiß
weiß,es
es,selbst
selbst,nicht
nicht,sagte
sagte,der
der,weichensteller
weichensteller,und
und,ein
ein,erleuchteter
erleuchteter,schnellzug
schnellzug,donnerte
donnerte,in
in,die
die,entgegengesetzte
entgegengesetzte,richtung
richtung,vorbei
vorbei,sie
sie,kommen
kommen,schon
schon,zurück
zurück,fragte
fragte,der
der,kleine
kleine,prinz
prinz,das
das,sind
sind,nicht
nicht,dieselben
dieselben,sagte
sagte,der
der,weichensteller
weichensteller,sie
sie,wurden
wurden,ausgetauscht
ausgetauscht,waren
waren,sie
sie,nicht
nicht,zufrieden
zufrieden,dort
dort,wo
wo,sie
sie,waren
waren,man
man,ist
ist,niemals
niemals,dort
dort,zufrieden
zufrieden,wo
wo,man
man,ist
ist,sagte
sagte,der
der,weichensteller
weichensteller,und
und,der
der,donner
donner,eines
eines,dritten
dritten,schnellzugs
schnellzugs,grollte
grollte,verfolgen
verfolgen,sie
sie,die
die,ersten
ersten,reisenden
reisenden,fragte
fragte,der
der,kleine
kleine,prinz
prinz,sie
sie,verfolgen
verfolgen,gar
gar,nichts
nichts,sagte
sagte,der
der,weichensteller
weichensteller,sie
sie,schlafen
schlafen,im
im,inneren
inneren,oder
oder,sie
sie,gähnen
gähnen,nur
nur,die
die,kinder
kinder,drücken
drücken,ihre
ihre,nasen
nasen,an
an,den
den,scheiben
scheiben,platt
platt,nur
nur,die
die,kinder
kinder,wissen
wissen,wohin
wohin,sie
sie,wollen
wollen,sagte
sagte,der
der,kleine
kleine,prinz
prinz,sie
sie,wenden
wenden,ihre
ihre,zeit
zeit,an
an,eine
eine,stoffpuppe
stoffpuppe,und
und,sie
sie,wächst
wächst,ihnen
ihnen,so
so,ans
ans,herz
herz,und
und,nimmt
nimmt,man
man,sie
sie,ihnen
ihnen,weg
weg,dann
dann,weinen
weinen,sie
sie,sie
sie,haben
haben,es
es,gut
gut,sagte
sagte,der
der,weichensteller
weichensteller,guten
guten,tag
tag,sagte
sagte,der
der,kleine
kleine,prinz
prinz,guten
guten,tag
tag,sagte
sagte,der
der,händler
händler,er
er,handelte
handelte,mit
mit,durststillenden
durststillenden,spezialpillen
spezialpillen,man
man,schluckt
schluckt,eine
eine,pro
pro,woche
woche,und
und,schon
schon,hat
hat,man
man,nicht
nicht,mehr
mehr,das
das,bedürfnis
bedürfnis,zu
zu,trinken
trinken,warum
warum,verkaufst
verkaufst,du
du,das
das,sagte
sagte,der
der,kleine
kleine,prinz
prinz,das
das,spart
spart,viel
viel,zeit
zeit,sagte
sagte,der
der,händler
händler,experten
experten,haben
haben,das
das,schon
schon,berechnet
berechnet,man
man,spart
spart,dreiundfünfzig
dreiundfünfzig,minuten
minuten,pro
pro,woche
woche,und
und,was
was,macht
macht,man
man,mit
mit,den
den,dreiundfünfzig
dreiundfünfzig,minuten
minuten,man
man,macht
macht,damit
damit,was
was,man
man,will
will,ich
ich,sagte
sagte,sich
sich,der
der,kleine
kleine,prinz
prinz,ich
ich,würde
würde,wenn
wenn,ich
ich,dreiundfünfzig
dreiundfünfzig,minuten
minuten,übrig
übrig,hätte
hätte,ganz
ganz,in
in,ruhe
ruhe,zu
zu,einem
einem,brunnen
brunnen,laufen
laufen,nun
nun,war
war,meine
meine,panne
panne,in
in,der
der,wüste
wüste,schon
schon,acht
acht,tage
tage,her
her,und
und,ich
ich,hatte
hatte,mir
mir,gerade
gerade,die
die,geschichte
geschichte,vom
vom,pillenhändler
pillenhändler,angehört
angehört,als
als,ich
ich,den
den,letzten
letzten,tropfen
tropfen,meines
meines,wasservorrates
wasservorrates,trank
trank,ach
ach,sagte
sagte,ich
ich,zum
zum,kleinen
kleinen,prinzen
prinzen,sie
sie,sind
sind,sehr
sehr,schön
schön,deine
deine,erinnerungen
erinnerungen,aber
aber,ich
ich,habe
habe,mein
mein,flugzeug
flugzeug,noch
noch,nicht
nicht,repariert
repariert,ich
ich,habe
habe,nichts
nichts,mehr
mehr,zu
zu,trinken
trinken,und
und,ich
ich,wäre
wäre,glücklich
glücklich,wenn
wenn,auch
auch,ich
ich,ganz
ganz,in
in,ruhe
ruhe,zu
zu,einem
einem,brunnen
brunnen,laufen
laufen,könnte
könnte,mein
mein,freund
freund,der
der,fuchs
fuchs,sagte
sagte,er
er,mein
mein,kleines
kleines,kerlchen
kerlchen,es
es,geht
geht,nicht
nicht,mehr
mehr,um
um,den
den,fuchs
fuchs,warum
warum,weil
weil,wir
wir,verdursten
verdursten,werden
werden,er
er,verstand
verstand,meine
meine,erklärung
erklärung,nicht
nicht,und
und,antwortete
antwortete,es
es,ist
ist,gut
gut,einen
einen,freund
freund,gehabt
gehabt,zu
zu,haben
haben,selbst
selbst,wenn
wenn,man
man,sterben
sterben,muss
muss,ich
ich,bin
bin,sehr
sehr,froh
froh,dass
dass,ich
ich,einen
einen,fuchs
fuchs,zum
zum,freund
freund,hatte
hatte,er
er,erkennt
erkennt,die
die,gefahr
gefahr,nicht
nicht,sagte
sagte,ich
ich,mir
mir,er
er,hat
hat,niemals
niemals,hunger
hunger,oder
oder,durst
durst,ihm
ihm,reicht
reicht,ein
ein,bisschen
bisschen,sonne
sonne,aber
aber,er
er,sah
sah,mich
mich,an
an,und
und,antwortete
antwortete,auf
auf,meinen
meinen,gedanken
gedanken,ich
ich,habe
habe,auch
auch,durst
durst,suchen
suchen,wir
wir,einen
einen,brunnen
brunnen,ich
ich,machte
machte,eine
eine,verzweifelte
verzweifelte,geste
geste,es
es,ist
ist,absurd
absurd,auf
auf,gut
gut,glück
glück,einen
einen,brunnen
brunnen,in
in,der
der,unendlichkeit
unendlichkeit,der
der,wüste
wüste,zu
zu,suchen
suchen,dennoch
dennoch,machten
machten,wir
wir,uns
uns,auf
auf,den
den,weg
weg,als
als,wir
wir,stundenlang
stundenlang,schweigend
schweigend,herumgelaufen
herumgelaufen,waren
waren,brach
brach,die
die,nacht
nacht,herein
herein,und
und,die
die,sterne
sterne,begannen
begannen,zu
zu,leuchten
leuchten,ich
ich,nahm
nahm,sie
sie,wahr
wahr,wie
wie,im
im,traum
traum,ich
ich,hatte
hatte,ein
ein,bisschen
bisschen,fieber
fieber,das
das,machte
machte,der
der,durst
durst,die
die,worte
worte,des
des,kleinen
kleinen,prinzen
prinzen,tanzten
tanzten,durch
durch,mein
mein,bewusstsein
bewusstsein,du
du,hast
hast,also
also,auch
auch,durst
durst,fragte
fragte,ich
ich,ihn
ihn,aber
aber,er
er,antwortete
antwortete,nicht
nicht,auf
auf,meine
meine,frage
frage,er
er,sagte
sagte,nur
nur,wasser
wasser,ist
ist,auch
auch,gut
gut,für
für,das
das,herz
herz,ich
ich,verstand
verstand,seine
seine,antwort
antwort,nicht
nicht,und
und,ich
ich,schwieg
schwieg,ich
ich,wusste
wusste,ja
ja,dass
dass,man
man,ihn
ihn,nicht
nicht,ausfragen
ausfragen,sollte
sollte,er
er,war
war,müde
müde,er
er,setzte
setzte,sich
sich,hin
hin,ich
ich,setzte
setzte,mich
mich,neben
neben,ihn
ihn,und
und,nach
nach,einem
einem,augenblick
augenblick,stille
stille,sagte
sagte,er
er,noch
noch,die
die,sterne
sterne,sind
sind,schön
schön,weil
weil,sie
sie,an
an,eine
eine,blume
blume,erinnern
erinnern,die
die,man
man,nicht
nicht,sieht
sieht,ich
ich,antworte
antworte,das
das,stimmt
stimmt,und
und,ich
ich,schaute
schaute,schweigend
schweigend,auf
auf,die
die,falten
falten,im
im,sand
sand,unter
unter,dem
dem,mond
mond,die
die,wüste
wüste,ist
ist,schön
schön,fügte
fügte,er
er,hinzu
hinzu,und
und,es
es,stimmte
stimmte,ich
ich,habe
habe,die
die,wüste
wüste,immer
immer,geliebt
geliebt,man
man,setzt
setzt,sich
sich,auf
auf,eine
eine,sanddüne
sanddüne,man
man,sieht
sieht,nichts
nichts,man
man,hört
hört,nichts
nichts,und
und,trotzdem
trotzdem,leuchtet
leuchtet,etwas
etwas,im
im,stillen
stillen,was
was,die
die,wüste
wüste,so
so,schön
schön,macht
macht,sagte
sagte,der
der,kleine
kleine,prinz
prinz,ist
ist,dass
dass,sie
sie,irgendwo
irgendwo,einen
einen,brunnen
brunnen,versteckt
versteckt,hält
hält,ich
ich,war
war,überrascht
überrascht,plötzlich
plötzlich,dieses
dieses,rätselhafte
rätselhafte,leuchten
leuchten,des
des,sandes
sandes,zu
zu,verstehen
verstehen,als
als,ich
ich,ein
ein,kleiner
kleiner,junge
junge,war
war,wohnte
wohnte,ich
ich,in
in,einem
einem,alten
alten,haus
haus,und
und,der
der,legende
legende,nach
nach,war
war,dort
dort,ein
ein,schatz
schatz,versteckt
versteckt,natürlich
natürlich,gelang
gelang,es
es,nie
nie,jemandem
jemandem,ihn
ihn,zu
zu,entdecken
entdecken,vielleicht
vielleicht,nicht
nicht,mal
mal,danach
danach,zu
zu,suchen
suchen,aber
aber,er
er,verzauberte
verzauberte,das
das,ganze
ganze,haus
haus,mein
mein,haus
haus,versteckte
versteckte,am
am,grunde
grunde,seines
seines,herzens
herzens,ein
ein,geheimnis
geheimnis,ja
ja,sagte
sagte,ich
ich,zum
zum,kleinen
kleinen,prinzen
prinzen,ob
ob,es
es,sich
sich,nun
nun,um
um,das
das,haus
haus,die
die,sterne
sterne,oder
oder,die
die,wüste
wüste,handelt
handelt,was
was,ihre
ihre,schönheit
schönheit,ausmacht
ausmacht,ist
ist,unsichtbar
unsichtbar,ich
ich,bin
bin,zufrieden
zufrieden,sagte
sagte,er
er,dass
dass,du
du,es
es,genauso
genauso,siehst
siehst,wie
wie,mein
mein,fuchs
fuchs,weil
weil,der
der,kleine
kleine,prinz
prinz,einschlief
einschlief,nahm
nahm,ich
ich,ihn
ihn,in
in,meine
meine,arme
arme,und
und,lief
lief,weiter
weiter,ich
ich,war
war,gerührt
gerührt,mir
mir,schien
schien,ich
ich,trüge
trüge,einen
einen,zerbrechlichen
zerbrechlichen,schatz
schatz,es
es,schien
schien,mir
mir,sogar
sogar,so
so,als
als,gäbe
gäbe,es
es,nichts
nichts,zerbrechlicheres
zerbrechlicheres,auf
auf,der
der,erde
erde,ich
ich,schaute
schaute,im
im,mondlicht
mondlicht,auf
auf,diese
diese,blasse
blasse,stirn
stirn,die
die,geschlossenen
geschlossenen,augen
augen,die
die,haarsträhnen
haarsträhnen,die
die,im
im,wind
wind,zitterten
zitterten,und
und,ich
ich,sagte
sagte,mir
mir,was
was,ich
ich,vor
vor,mir
mir,sehe
sehe,ist
ist,nur
nur,eine
eine,hülle
hülle,das
das,eigentliche
eigentliche,ist
ist,unsichtbar
unsichtbar,da
da,seine
seine,halbgeöffneten
halbgeöffneten,lippen
lippen,ein
ein,halbes
halbes,lächeln
lächeln,andeuteten
andeuteten,sagte
sagte,ich
ich,mir
mir,noch
noch,was
was,mich
mich,am
am,kleinen
kleinen,schlafenden
schlafenden,prinzen
prinzen,so
so,rührt
rührt,ist
ist,seine
seine,treue
treue,zu
zu,einer
einer,blume
blume,das
das,ist
ist,das
das,bild
bild,einer
einer,rose
rose,das
das,in
in,ihm
ihm,strahlt
strahlt,wie
wie,die
die,flamme
flamme,einer
einer,kerze
kerze,selbst
selbst,wenn
wenn,er
er,schläft
schläft,und
und,er
er,erschien
erschien,mir
mir,noch
noch,zerbrechlicher
zerbrechlicher,man
man,muss
muss,kerzen
kerzen,gut
gut,schützen
schützen,schon
schon,ein
ein,windstoß
windstoß,kann
kann,sie
sie,auslöschen
auslöschen,und
und,während
während,ich
ich,so
so,lief
lief,entdeckte
entdeckte,ich
ich,bei
bei,tagesanbruch
tagesanbruch,den
den,brunnen
brunnen,die
die,menschen
menschen,sagte
sagte,der
der,kleine
kleine,prinz
prinz,drängen
drängen,sich
sich,in
in,schnellzüge
schnellzüge,aber
aber,sie
sie,wissen
wissen,nicht
nicht,wohin
wohin,sie
sie,wollen
wollen,so
so,fahren
fahren,sie
sie,hin
hin,und
und,her
her,und
und,dabei
dabei,immer
immer,im
im,kreis
kreis,und
und,er
er,fügte
fügte,hinzu
hinzu,das
das,ist
ist,es
es,nicht
nicht,wert
wert,der
der,brunnen
brunnen,zu
zu,dem
dem,wir
wir,kamen
kamen,sah
sah,nicht
nicht,so
so,aus
aus,wie
wie,die
die,üblichen
üblichen,saharabrunnen
saharabrunnen,die
die,brunnen
brunnen,in
in,der
der,sahara
sahara,sind
sind,nur
nur,einfache
einfache,löcher
löcher,im
im,sand
sand,dieser
dieser,aber
aber,glich
glich,einem
einem,dorfbrunnen
dorfbrunnen,aber
aber,da
da,war
war,kein
kein,dorf
dorf,und
und,ich
ich,glaubte
glaubte,zu
zu,träumen
träumen,merkwürdig
merkwürdig,sagte
sagte,ich
ich,zum
zum,kleinen
kleinen,prinzen
prinzen,alles
alles,ist
ist,bereit
bereit,die
die,winde
winde,der
der,eimer
eimer,das
das,seil
seil,er
er,lachte
lachte,fasste
fasste,das
das,seil
seil,und
und,ließ
ließ,die
die,brunnenwinde
brunnenwinde,spielen
spielen,und
und,sie
sie,ächzte
ächzte,wie
wie,ein
ein,alter
alter,wetterhahn
wetterhahn,wenn
wenn,der
der,wind
wind,lange
lange,geschlafen
geschlafen,hat
hat,hörst
hörst,du
du,sagte
sagte,der
der,kleine
kleine,prinz
prinz,wir
wir,wecken
wecken,diesen
diesen,brunnen
brunnen,und
und,er
er,singt
singt,ich
ich,wollte
wollte,nicht
nicht,dass
dass,er
er,sich
sich,zu
zu,sehr
sehr,anstrengt
anstrengt,lass
lass,mich
mich,das
das,machen
machen,sagte
sagte,ich
ich,das
das,ist
ist,zu
zu,schwer
schwer,für
für,dich
dich,langsam
langsam,zog
zog,ich
ich,den
den,eimer
eimer,bis
bis,zum
zum,rand
rand,hinauf
hinauf,ich
ich,stellte
stellte,ihn
ihn,ganz
ganz,aufrecht
aufrecht,hin
hin,in
in,meinen
meinen,ohren
ohren,hallte
hallte,noch
noch,das
das,geräusch
geräusch,der
der,zugwinde
zugwinde,und
und,im
im,zitternden
zitternden,wasser
wasser,sah
sah,ich
ich,die
die,sonne
sonne,schimmern
schimmern,mich
mich,dürstet
dürstet,es
es,nach
nach,diesem
diesem,wasser
wasser,sagte
sagte,der
der,kleine
kleine,prinz
prinz,gib
gib,mir
mir,zu
zu,trinken
trinken,und
und,ich
ich,verstand
verstand,was
was,er
er,gesucht
gesucht,hatte
hatte,ich
ich,hob
hob,den
den,eimer
eimer,an
an,seine
seine,lippen
lippen,er
er,trank
trank,mit
mit,geschlossenen
geschlossenen,augen
augen,das
das,war
war,köstlich
köstlich,wie
wie,ein
ein,fest
fest,dieses
dieses,wasser
wasser,war
war,alles
alles,andere
andere,als
als,ein
ein,einfaches
einfaches,lebensmittel
lebensmittel,es
es,war
war,entstanden
entstanden,aus
aus,dem
dem,marsch
marsch,unter
unter,den
den,sternen
sternen,aus
aus,dem
dem,gesang
gesang,der
der,brunnenwinde
brunnenwinde,aus
aus,der
der,anstrengung
anstrengung,meiner
meiner,arme
arme,es
es,tat
tat,dem
dem,herzen
herzen,so
so,gut
gut,wie
wie,ein
ein,geschenk
geschenk,genau
genau,so
so,machten
machten,als
als,ich
ich,ein
ein,kleiner
kleiner,junge
junge,war
war,das
das,licht
licht,des
des,weihnachtsbaums
weihnachtsbaums,die
die,musik
musik,der
der,mitternachtsmesse
mitternachtsmesse,die
die,milde
milde,des
des,lächelns
lächelns,den
den,ganzen
ganzen,zauber
zauber,des
des,geschenks
geschenks,aus
aus,das
das,ich
ich,bekam
bekam,die
die,menschen
menschen,bei
bei,dir
dir,sagte
sagte,der
der,kleine
kleine,prinz
prinz,züchten
züchten,fünftausend
fünftausend,rosen
rosen,im
im,gleichen
gleichen,garten
garten,und
und,sie
sie,finden
finden,nicht
nicht,wonach
wonach,sie
sie,suchen
suchen,sie
sie,finden
finden,es
es,nicht
nicht,antwortete
antwortete,ich
ich,und
und,dabei
dabei,könnte
könnte,man
man,das
das,was
was,sie
sie,suchen
suchen,in
in,einer
einer,einzigen
einzigen,rose
rose,oder
oder,in
in,ein
ein,wenig
wenig,wasser
wasser,finden
finden,natürlich
natürlich,antwortete
antwortete,ich
ich,und
und,der
der,kleine
kleine,prinz
prinz,ergänzte
ergänzte,aber
aber,die
die,augen
augen,sind
sind,blind
blind,man
man,muss
muss,mit
mit,dem
dem,herzen
herzen,suchen
suchen,ich
ich,hatte
hatte,getrunken
getrunken,ich
ich,atmete
atmete,tief
tief,durch
durch,der
der,sand
sand,hat
hat,bei
bei,tagesanbruch
tagesanbruch,die
die,farbe
farbe,von
von,honig
honig,ich
ich,war
war,glücklich
glücklich,über
über,diese
diese,honigfarbe
honigfarbe,warum
warum,musste
musste,ich
ich,traurig
traurig,sein
sein,du
du,musst
musst,dein
dein,versprechen
versprechen,halten
halten,sagte
sagte,der
der,kleine
kleine,prinz
prinz,sanft
sanft,der
der,sich
sich,wieder
wieder,neben
neben,mich
mich,gesetzt
gesetzt,hatte
hatte,welches
welches,versprechen
versprechen,du
du,weißt
weißt,ein
ein,maulkorb
maulkorb,für
für,mein
mein,schaf
schaf,ich
ich,bin
bin,verantwortlich
verantwortlich,für
für,diese
diese,blume
blume,ich
ich,holte
holte,aus
aus,meiner
meiner,tasche
tasche,meine
meine,zeichenentwürfe
zeichenentwürfe,hervor
hervor,der
der,kleine
kleine,prinz
prinz,sah
sah,sie
sie,und
und,sagte
sagte,lachend
lachend,deine
deine,affenbrotbäume
affenbrotbäume,sehen
sehen,ein
ein,bisschen
bisschen,so
so,aus
aus,wie
wie,kohlköpfe
kohlköpfe,oh
oh,ich
ich,war
war,so
so,stolz
stolz,auf
auf,die
die,affenbrotbäume
affenbrotbäume,gewesen
gewesen,dein
dein,fuchs
fuchs,seine
seine,ohren
ohren,sie
sie,sehen
sehen,ein
ein,bisschen
bisschen,wie
wie,hörner
hörner,aus
aus,sie
sie,sind
sind,zu
zu,lang
lang,und
und,wieder
wieder,lachte
lachte,er
er,du
du,bist
bist,ungerecht
ungerecht,kleiner
kleiner,kerl
kerl,ich
ich,konnte
konnte,schon
schon,immer
immer,nur
nur,offene
offene,und
und,geschlossene
geschlossene,riesenschlagen
riesenschlagen,zeichnen
zeichnen,oh
oh,das
das,wird
wird,schon
schon,gehen
gehen,sagte
sagte,er
er,die
die,kinder
kinder,verstehen
verstehen,es
es,ich
ich,kritzelte
kritzelte,also
also,einen
einen,maulkorb
maulkorb,und
und,mein
mein,herz
herz,zog
zog,sich
sich,zusammen
zusammen,als
als,ich
ich,sie
sie,ihm
ihm,gab
gab,du
du,hast
hast,etwas
etwas,vor
vor,von
von,dem
dem,ich
ich,nichts
nichts,weiß
weiß,aber
aber,er
er,antwortete
antwortete,mir
mir,nicht
nicht,er
er,sagte
sagte,weißt
weißt,du
du,mein
mein,fall
fall,zur
zur,erde
erde,morgen
morgen,jährt
jährt,er
er,sich
sich,und
und,nach
nach,einem
einem,moment
moment,stille
stille,sagte
sagte,er
er,noch
noch,mein
mein,absturz
absturz,der
der,ereignete
ereignete,sich
sich,hier
hier,ganz
ganz,in
in,der
der,nähe
nähe,und
und,wieder
wieder,fühlte
fühlte,ich
ich,einen
einen,merkwürdigen
merkwürdigen,schmerz
schmerz,ohne
ohne,zu
zu,verstehen
verstehen,warum
